dataset,artist,track,chord_filepath,mp3_filepath,mp3_length,chord_length,diff_length
mcgill,Dave Dudley,Six Days On The Road,Data/McGill-Billboard/0570/full.lab,Data/mp3s/Six Days On The Road - Dave Dudley.mp3,144.0,144,0.0
mcgill,Gary U.S. Bonds,Quarter To Three,Data/McGill-Billboard/0571/full.lab,Data/mp3s/Quarter To Three - Gary U.S. Bonds.mp3,148.0,150,-2.0
mcgill,Baltimora,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Data/McGill-Billboard/0572/full.lab,,,232,
mcgill,Al Green,"Oh Me, Oh My (Dreams In My Arms)",Data/McGill-Billboard/0573/full.lab,"Data/mp3s/Oh Me, Oh My (Dreams In My Arms) - Al Green.mp3",168.0,166,2.0
mcgill,Chicago,Along Comes A Woman,Data/McGill-Billboard/0574/full.lab,,229.0,228,1.0
mcgill,Canned Heat,Let's Work Together,Data/McGill-Billboard/0577/full.lab,,,169,
mcgill,Anita Baker,Giving You The Best That I Got,Data/McGill-Billboard/0578/full.lab,,,260,
mcgill,The Yardbirds,Heart Full Of Soul,Data/McGill-Billboard/0579/full.lab,Data/mp3s/Heart Full Of Soul - The Yardbirds.mp3,144.0,149,-5.0
mcgill,The Falcons,I Found A Love,Data/McGill-Billboard/0580/full.lab,Data/mp3s/I Found A Love - The Falcons.mp3,176.0,178,-2.0
mcgill,The Miracles,I Don't Blame You At All,Data/McGill-Billboard/0582/full.lab,Data/mp3s/I Don't Blame You At All - The Miracles.mp3,193.0,192,1.0
mcgill,Ben E. King,Amor,Data/McGill-Billboard/0583/full.lab,Data/mp3s/Amor - Ben E. King.mp3,178.0,185,-7.0
mcgill,Clarence Carter,Too Weak To Fight,Data/McGill-Billboard/0585/full.lab,Data/mp3s/Too Weak To Fight - Clarence Carter.mp3,138.0,138,0.0
mcgill,The Righteous Brothers,Unchained Melody,Data/McGill-Billboard/0587/full.lab,Data/mp3s/Unchained Melody - The Righteous Brothers.mp3,226.0,218,8.0
mcgill,Queen,We Are The Champions,Data/McGill-Billboard/0588/full.lab,Data/mp3s/We Are The Champions - Queen.mp3,182.0,183,-1.0
mcgill,"Crosby, Stills & Nash",Southern Cross,Data/McGill-Billboard/0589/full.lab,"Data/mp3s/Southern Cross - Crosby, Stills & Nash.mp3",285.0,280,5.0
mcgill,Chico DeBarge,Talk To Me,Data/McGill-Billboard/0590/full.lab,Data/mp3s/Talk To Me - Chico DeBarge.mp3,230.0,232,-2.0
mcgill,Eagles,The Long Run,Data/McGill-Billboard/0591/full.lab,Data/mp3s/The Long Run - Eagles.mp3,222.0,221,1.0
mcgill,Duran Duran,All She Wants Is,Data/McGill-Billboard/0592/full.lab,Data/mp3s/All She Wants Is - Duran Duran.mp3,275.0,266,9.0
mcgill,Yaz,Situation,Data/McGill-Billboard/0594/full.lab,Data/mp3s/Situation - Yaz.mp3,347.0,346,1.0
mcgill,Gladys Knight & The Pips,Letter Full Of Tears,Data/McGill-Billboard/0596/full.lab,,171.0,165,6.0
mcgill,The Rolling Stones,Time Is On My Side,Data/McGill-Billboard/0597/full.lab,,186.0,178,8.0
mcgill,Irma Thomas,Wish Someone Would Care,Data/McGill-Billboard/0598/full.lab,Data/mp3s/Wish Someone Would Care - Irma Thomas.mp3,138.0,134,4.0
mcgill,Alice Cooper,Hey Stoopid,Data/McGill-Billboard/0599/full.lab,Data/mp3s/Hey Stoopid - Alice Cooper.mp3,273.0,274,-1.0
mcgill,Baltimora,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Data/McGill-Billboard/0600/full.lab,,,232,
mcgill,Billy Swan,I Can Help,Data/McGill-Billboard/0601/full.lab,,,178,
mcgill,Santo & Johnny,Sleep Walk,Data/McGill-Billboard/0603/full.lab,,148.0,143,5.0
mcgill,B.B. King,The Thrill Is Gone,Data/McGill-Billboard/0605/full.lab,,,243,
mcgill,Tom T. Hall,I Love,Data/McGill-Billboard/0606/full.lab,Data/mp3s/I Love - Tom T. Hall.mp3,120.0,125,-5.0
mcgill,Carl Carlton,Everlasting Love,Data/McGill-Billboard/0607/full.lab,Data/mp3s/Everlasting Love - Carl Carlton.mp3,154.0,155,-1.0
mcgill,Quarterflash,Harden My Heart,Data/McGill-Billboard/0608/full.lab,Data/mp3s/Harden My Heart - Quarterflash.mp3,214.0,217,-3.0
mcgill,Kiss,Rocket Ride,Data/McGill-Billboard/0610/full.lab,Data/mp3s/Rocket Ride - Kiss.mp3,249.0,247,2.0
mcgill,Sly & The Family Stone,I Want To Take You Higher,Data/McGill-Billboard/0614/full.lab,Data/mp3s/I Want To Take You Higher - Sly & The Family Stone.mp3,323.0,323,0.0
mcgill,Nick Gilder,Hot Child In The City,Data/McGill-Billboard/0615/full.lab,Data/mp3s/Hot Child In The City - Nick Gilder.mp3,190.0,189,1.0
mcgill,Simon & Garfunkel,Mrs. Robinson,Data/McGill-Billboard/0616/full.lab,Data/mp3s/Mrs. Robinson - Simon & Garfunkel.mp3,244.0,245,-1.0
mcgill,Elvis Presley,(Marie's the Name) His Latest Flame,Data/McGill-Billboard/0617/full.lab,Data/mp3s/(Marie's the Name) His Latest Flame - Elvis Presley.mp3,128.0,128,0.0
mcgill,Dean Martin,Everybody Loves Somebody,Data/McGill-Billboard/0618/full.lab,Data/mp3s/Everybody Loves Somebody - Dean Martin.mp3,167.0,161,6.0
mcgill,"Marvin Gaye,Tammi Terrell",If I Could Build My Whole World Around You,Data/McGill-Billboard/0619/full.lab,"Data/mp3s/If I Could Build My Whole World Around You - Marvin Gaye,Tammi Terrell.mp3",141.0,146,-5.0
mcgill,Rod Stewart,"Twistin  The Night Away (From ""Innerspace"")",Data/McGill-Billboard/0620/full.lab,,,198,
mcgill,Ray Parker Jr.,Ghostbusters,Data/McGill-Billboard/0621/full.lab,Data/mp3s/Ghostbusters - Ray Parker Jr..mp3,244.0,246,-2.0
mcgill,Glen Campbell,It's Only Make Believe,Data/McGill-Billboard/0623/full.lab,Data/mp3s/It's Only Make Believe - Glen Campbell.mp3,145.0,147,-2.0
mcgill,Stevie Wonder,Higher Ground,Data/McGill-Billboard/0625/full.lab,Data/mp3s/Higher Ground - Stevie Wonder.mp3,224.0,227,-3.0
mcgill,Bonnie Raitt,Nick Of Time,Data/McGill-Billboard/0627/full.lab,Data/mp3s/Nick Of Time - Bonnie Raitt.mp3,223.0,232,-9.0
mcgill,Wilson Phillips,Hold On,Data/McGill-Billboard/0628/full.lab,,221.0,221,0.0
mcgill,Michael Jackson,Beat It,Data/McGill-Billboard/0629/full.lab,Data/mp3s/Beat It - Michael Jackson.mp3,259.0,257,2.0
mcgill,Stevie Wonder,If You Really Love Me,Data/McGill-Billboard/0631/full.lab,Data/mp3s/If You Really Love Me - Stevie Wonder.mp3,181.0,179,2.0
mcgill,Daryl Hall & John Oates,Maneater,Data/McGill-Billboard/0633/full.lab,Data/mp3s/Maneater - Daryl Hall & John Oates.mp3,270.0,274,-4.0
mcgill,Beastie Boys,Brass Monkey,Data/McGill-Billboard/0634/full.lab,Data/mp3s/Brass Monkey - Beastie Boys.mp3,160.0,158,2.0
mcgill,Jan & Dean,The Little Old Lady (From Pasadena),Data/McGill-Billboard/0635/full.lab,Data/mp3s/The Little Old Lady (From Pasadena) - Jan & Dean.mp3,160.0,166,-6.0
mcgill,Engelbert Humperdinck,After The Lovin',Data/McGill-Billboard/0636/full.lab,,237.0,236,1.0
mcgill,Michael Jackson,Human Nature,Data/McGill-Billboard/0637/full.lab,,,245,
mcgill,Johnny Tillotson,Out Of My Mind,Data/McGill-Billboard/0638/full.lab,Data/mp3s/Out Of My Mind - Johnny Tillotson.mp3,163.0,157,6.0
mcgill,James Brown,Think,Data/McGill-Billboard/0640/full.lab,,,165,
mcgill,The Music Machine,The People In Me,Data/McGill-Billboard/0643/full.lab,Data/mp3s/The People In Me - The Music Machine.mp3,175.0,171,4.0
mcgill,Otis Redding,(Sittin' On) The Dock Of The Bay,Data/McGill-Billboard/0645/full.lab,Data/mp3s/(Sittin' On) The Dock Of The Bay - Otis Redding.mp3,166.0,164,2.0
mcgill,Anita Baker,Caught Up In The Rapture,Data/McGill-Billboard/0647/full.lab,Data/mp3s/Caught Up In The Rapture - Anita Baker.mp3,318.0,317,1.0
mcgill,Pet Shop Boys,What Have I Done To Deserve This?,Data/McGill-Billboard/0648/full.lab,Data/mp3s/What Have I Done To Deserve This? - Pet Shop Boys.mp3,261.0,259,2.0
mcgill,The Supremes,Stoned Love,Data/McGill-Billboard/0649/full.lab,Data/mp3s/Stoned Love - The Supremes.mp3,181.0,181,0.0
mcgill,Louis Armstrong,"Hello, Dolly!",Data/McGill-Billboard/0650/full.lab,"Data/mp3s/Hello, Dolly! - Louis Armstrong.mp3",149.0,147,2.0
mcgill,The Weather Girls,It's Raining Men,Data/McGill-Billboard/0651/full.lab,Data/mp3s/It's Raining Men - The Weather Girls.mp3,212.0,209,3.0
mcgill,Soft Cell,Tainted Love,Data/McGill-Billboard/0654/full.lab,Data/mp3s/Tainted Love - Soft Cell.mp3,159.0,161,-2.0
mcgill,Eric Carmen,Sunrise,Data/McGill-Billboard/0655/full.lab,Data/mp3s/Sunrise - Eric Carmen.mp3,324.0,321,3.0
mcgill,Dr. Hook,Years From Now,Data/McGill-Billboard/0656/full.lab,Data/mp3s/Years From Now - Dr. Hook.mp3,198.0,195,3.0
mcgill,Corey Hart,In Your Soul,Data/McGill-Billboard/0657/full.lab,,234.0,234,0.0
mcgill,Elvis Presley,Ask Me,Data/McGill-Billboard/0658/full.lab,Data/mp3s/Ask Me - Elvis Presley.mp3,133.0,127,6.0
mcgill,Quarterflash,Harden My Heart,Data/McGill-Billboard/0659/full.lab,,214.0,217,-3.0
mcgill,Heart,There's The Girl,Data/McGill-Billboard/0660/full.lab,,236.0,235,1.0
mcgill,The J. Geils Band,Looking For A Love,Data/McGill-Billboard/0662/full.lab,Data/mp3s/Looking For A Love - The J. Geils Band.mp3,226.0,227,-1.0
mcgill,Pointer Sisters,He's So Shy,Data/McGill-Billboard/0663/full.lab,Data/mp3s/He's So Shy - Pointer Sisters.mp3,228.0,220,8.0
mcgill,The J. Geils Band,Looking For A Love,Data/McGill-Billboard/0664/full.lab,,226.0,227,-1.0
mcgill,Joni Mitchell,Big Yellow Taxi,Data/McGill-Billboard/0668/full.lab,,,167,
mcgill,Roger Miller,You Can't Roller Skate In A Buffalo Herd,Data/McGill-Billboard/0669/full.lab,,110.0,112,-2.0
mcgill,Queensryche,Silent Lucidity,Data/McGill-Billboard/0670/full.lab,Data/mp3s/Silent Lucidity - Queensryche.mp3,346.0,347,-1.0
mcgill,The Kendalls,Heaven's Just A Sin Away,Data/McGill-Billboard/0671/full.lab,Data/mp3s/Heaven's Just A Sin Away - The Kendalls.mp3,139.0,145,-6.0
mcgill,Jackie Wilson,Baby Workout,Data/McGill-Billboard/0672/full.lab,,,231,
mcgill,The Fireballs,Sugar Shack,Data/McGill-Billboard/0674/full.lab,Data/mp3s/Sugar Shack - The Fireballs.mp3,126.0,123,3.0
mcgill,Joe Cocker,With A Little Help From My Friends,Data/McGill-Billboard/0675/full.lab,,,193,
mcgill,Wilson Pickett,Don't Knock My Love - Pt. 1,Data/McGill-Billboard/0677/full.lab,Data/mp3s/Don't Knock My Love - Pt. 1 - Wilson Pickett.mp3,137.0,144,-7.0
mcgill,Otis Redding,Chained And Bound,Data/McGill-Billboard/0678/full.lab,Data/mp3s/Chained And Bound - Otis Redding.mp3,162.0,161,1.0
mcgill,George Harrison,All Those Years Ago,Data/McGill-Billboard/0680/full.lab,,221.0,227,-6.0
mcgill,U2,With Or Without You,Data/McGill-Billboard/0681/full.lab,Data/mp3s/With Or Without You - U2.mp3,300.0,296,4.0
mcgill,Looking Glass,Brandy (You're A Fine Girl),Data/McGill-Billboard/0682/full.lab,,185.0,187,-2.0
mcgill,Stevie Wonder,That Girl,Data/McGill-Billboard/0683/full.lab,Data/mp3s/That Girl - Stevie Wonder.mp3,313.0,313,0.0
mcgill,Chicago,Feelin' Stronger Every Day,Data/McGill-Billboard/0684/full.lab,,257.0,253,4.0
mcgill,Queensryche,Silent Lucidity,Data/McGill-Billboard/0685/full.lab,,346.0,347,-1.0
mcgill,INXS,Need You Tonight,Data/McGill-Billboard/0687/full.lab,Data/mp3s/Need You Tonight - INXS.mp3,181.0,190,-9.0
mcgill,Canned Heat,On The Road Again,Data/McGill-Billboard/0688/full.lab,Data/mp3s/On The Road Again - Canned Heat.mp3,298.0,302,-4.0
mcgill,Jan & Dean,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association",Data/McGill-Billboard/0689/full.lab,"Data/mp3s/The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association - Jan & Dean.mp3",174.0,165,9.0
mcgill,Juice Newton,Queen Of Hearts,Data/McGill-Billboard/0690/full.lab,Data/mp3s/Queen Of Hearts - Juice Newton.mp3,212.0,209,3.0
mcgill,Aaron Neville,Tell It Like It Is,Data/McGill-Billboard/0691/full.lab,,,266,
mcgill,Rita Coolidge,Fever,Data/McGill-Billboard/0692/full.lab,Data/mp3s/Fever - Rita Coolidge.mp3,211.0,210,1.0
mcgill,Jackson Browne,Boulevard,Data/McGill-Billboard/0695/full.lab,,201.0,201,0.0
mcgill,Brenda Lee,Too Many Rivers,Data/McGill-Billboard/0696/full.lab,Data/mp3s/Too Many Rivers - Brenda Lee.mp3,168.0,171,-3.0
mcgill,Jeff Beck,People Get Ready,Data/McGill-Billboard/0698/full.lab,,,296,
mcgill,Bachman-Turner Overdrive,Heartaches,Data/McGill-Billboard/0699/full.lab,Data/mp3s/Heartaches - Bachman-Turner Overdrive.mp3,235.0,234,1.0
mcgill,Chicago,Does Anybody Really Know What Time It Is?,Data/McGill-Billboard/0700/full.lab,Data/mp3s/Does Anybody Really Know What Time It Is? - Chicago.mp3,199.0,200,-1.0
mcgill,Billy Idol,White Wedding,Data/McGill-Billboard/0701/full.lab,Data/mp3s/White Wedding - Billy Idol.mp3,250.0,253,-3.0
mcgill,Gladys Knight & The Pips,Baby Don't Change Your Mind,Data/McGill-Billboard/0705/full.lab,Data/mp3s/Baby Don't Change Your Mind - Gladys Knight & The Pips.mp3,194.0,195,-1.0
mcgill,Jethro Tull,Living In The Past,Data/McGill-Billboard/0706/full.lab,Data/mp3s/Living In The Past - Jethro Tull.mp3,206.0,203,3.0
mcgill,Rod Bernard,This Should Go On Forever,Data/McGill-Billboard/0707/full.lab,Data/mp3s/This Should Go On Forever - Rod Bernard.mp3,166.0,164,2.0
mcgill,Daryl Hall & John Oates,Sara Smile,Data/McGill-Billboard/0708/full.lab,Data/mp3s/Sara Smile - Daryl Hall & John Oates.mp3,185.0,186,-1.0
mcgill,Anita Baker,Caught Up In The Rapture,Data/McGill-Billboard/0709/full.lab,,318.0,317,1.0
mcgill,John Denver,Some Days Are Diamonds (Some Days Are Stone),Data/McGill-Billboard/0711/full.lab,Data/mp3s/Some Days Are Diamonds (Some Days Are Stone) - John Denver.mp3,243.0,242,1.0
mcgill,Jerry Reed,Ko-Ko Joe,Data/McGill-Billboard/0713/full.lab,Data/mp3s/Ko-Ko Joe - Jerry Reed.mp3,153.0,155,-2.0
mcgill,Commodores,Lady (You Bring Me Up),Data/McGill-Billboard/0716/full.lab,Data/mp3s/Lady (You Bring Me Up) - Commodores.mp3,244.0,241,3.0
mcgill,John Denver,Rocky Mountain High,Data/McGill-Billboard/0720/full.lab,Data/mp3s/Rocky Mountain High - John Denver.mp3,286.0,286,0.0
mcgill,Little River Band,Help Is On Its Way,Data/McGill-Billboard/0721/full.lab,,248.0,242,6.0
mcgill,Dinah Washington,Where Are You,Data/McGill-Billboard/0722/full.lab,Data/mp3s/Where Are You - Dinah Washington.mp3,135.0,136,-1.0
mcgill,Badfinger,Maybe Tomorrow,Data/McGill-Billboard/0723/full.lab,Data/mp3s/Maybe Tomorrow - Badfinger.mp3,171.0,169,2.0
mcgill,Ray Price,For The Good Times,Data/McGill-Billboard/0725/full.lab,,230.0,230,0.0
mcgill,Etta James,Would It Make Any Difference To You,Data/McGill-Billboard/0726/full.lab,Data/mp3s/Would It Make Any Difference To You - Etta James.mp3,160.0,158,2.0
mcgill,The Beatles,Eight Days A Week,Data/McGill-Billboard/0727/full.lab,,164.0,164,0.0
mcgill,Neil Sedaka,Breaking Up Is Hard To Do,Data/McGill-Billboard/0728/full.lab,Data/mp3s/Breaking Up Is Hard To Do - Neil Sedaka.mp3,134.0,138,-4.0
mcgill,Psychedelic Furs,Pretty In Pink,Data/McGill-Billboard/0729/full.lab,,,279,
mcgill,Elvis Presley,(Marie's the Name) His Latest Flame,Data/McGill-Billboard/0730/full.lab,,128.0,128,0.0
mcgill,Kenny Rogers,Lucille,Data/McGill-Billboard/0731/full.lab,Data/mp3s/Lucille - Kenny Rogers.mp3,217.0,222,-5.0
mcgill,The Everly Brothers,Bird Dog,Data/McGill-Billboard/0733/full.lab,,136.0,137,-1.0
mcgill,Dean Martin,I Will,Data/McGill-Billboard/0734/full.lab,Data/mp3s/I Will - Dean Martin.mp3,143.0,142,1.0
mcgill,"Earth, Wind & Fire",Getaway,Data/McGill-Billboard/0735/full.lab,"Data/mp3s/Getaway - Earth, Wind & Fire.mp3",225.0,225,0.0
mcgill,Stevie Wonder,Do I Do,Data/McGill-Billboard/0736/full.lab,,,629,
mcgill,Andy Gibb,Shadow Dancing,Data/McGill-Billboard/0737/full.lab,,272.0,273,-1.0
mcgill,Cliff Richard,Living Doll,Data/McGill-Billboard/0740/full.lab,Data/mp3s/Living Doll - Cliff Richard.mp3,157.0,158,-1.0
mcgill,Pat Benatar,Love Is A Battlefield,Data/McGill-Billboard/0741/full.lab,,,251,
mcgill,Snap,The Power,Data/McGill-Billboard/0742/full.lab,,,220,
mcgill,Blondie,One Way Or Another,Data/McGill-Billboard/0743/full.lab,Data/mp3s/One Way Or Another - Blondie.mp3,213.0,208,5.0
mcgill,Louis Prima & Keely Smith,That Old Black Magic,Data/McGill-Billboard/0746/full.lab,Data/mp3s/That Old Black Magic - Louis Prima & Keely Smith.mp3,177.0,176,1.0
mcgill,Tracy Chapman,Baby Can I Hold You,Data/McGill-Billboard/0747/full.lab,Data/mp3s/Baby Can I Hold You - Tracy Chapman.mp3,186.0,194,-8.0
mcgill,Ray Charles,Crying Time,Data/McGill-Billboard/0748/full.lab,Data/mp3s/Crying Time - Ray Charles.mp3,176.0,179,-3.0
mcgill,Led Zeppelin,D'yer Mak'er,Data/McGill-Billboard/0749/full.lab,Data/mp3s/D'yer Mak'er - Led Zeppelin.mp3,263.0,263,0.0
mcgill,Ten Years After,I'd Love To Change The World,Data/McGill-Billboard/0751/full.lab,,227.0,224,3.0
mcgill,Elton John,Levon,Data/McGill-Billboard/0752/full.lab,Data/mp3s/Levon - Elton John.mp3,323.0,321,2.0
mcgill,Brownsville Station,Smokin' In The Boy's Room,Data/McGill-Billboard/0755/full.lab,,179.0,178,1.0
mcgill,Depeche Mode,World In My Eyes,Data/McGill-Billboard/0757/full.lab,,238.0,239,-1.0
mcgill,Jimmy Buffett,Come Monday,Data/McGill-Billboard/0758/full.lab,Data/mp3s/Come Monday - Jimmy Buffett.mp3,188.0,188,0.0
mcgill,Flatt & Scruggs,Foggy Mountain Breakdown,Data/McGill-Billboard/0759/full.lab,,164.0,161,3.0
mcgill,Dr. Hook,Walk Right In,Data/McGill-Billboard/0761/full.lab,Data/mp3s/Walk Right In - Dr. Hook.mp3,182.0,183,-1.0
mcgill,Grand Funk Railroad,Walk Like A Man,Data/McGill-Billboard/0762/full.lab,Data/mp3s/Walk Like A Man - Grand Funk Railroad.mp3,246.0,245,1.0
mcgill,Clarence Carter,Too Weak To Fight,Data/McGill-Billboard/0765/full.lab,,139.0,138,1.0
mcgill,Elvis Presley,Ask Me,Data/McGill-Billboard/0766/full.lab,,133.0,127,6.0
mcgill,Paper Lace,The Night Chicago Died,Data/McGill-Billboard/0767/full.lab,Data/mp3s/The Night Chicago Died - Paper Lace.mp3,212.0,217,-5.0
mcgill,Stevie Wonder,That Girl,Data/McGill-Billboard/0768/full.lab,,313.0,313,0.0
mcgill,Cyndi Lauper,All Through The Night,Data/McGill-Billboard/0769/full.lab,,264.0,269,-5.0
mcgill,The Cowsills,Hair,Data/McGill-Billboard/0770/full.lab,Data/mp3s/Hair - The Cowsills.mp3,211.0,212,-1.0
mcgill,Paul McCartney,Press,Data/McGill-Billboard/0772/full.lab,Data/mp3s/Press - Paul McCartney.mp3,288.0,283,5.0
mcgill,Fats Domino,I Want To Walk You Home,Data/McGill-Billboard/0773/full.lab,Data/mp3s/I Want To Walk You Home - Fats Domino.mp3,149.0,141,8.0
mcgill,Marc Cohn,Walking In Memphis,Data/McGill-Billboard/0775/full.lab,Data/mp3s/Walking In Memphis - Marc Cohn.mp3,253.0,255,-2.0
mcgill,Chicago,Along Comes A Woman,Data/McGill-Billboard/0776/full.lab,,229.0,228,1.0
mcgill,Fontella Bass,Rescue Me,Data/McGill-Billboard/0777/full.lab,Data/mp3s/Rescue Me - Fontella Bass.mp3,176.0,173,3.0
mcgill,Charlie Rich,A Very Special Love Song,Data/McGill-Billboard/0779/full.lab,Data/mp3s/A Very Special Love Song - Charlie Rich.mp3,168.0,166,2.0
mcgill,The Rolling Stones,Time Is On My Side,Data/McGill-Billboard/0780/full.lab,,186.0,178,8.0
mcgill,The Drifters,On Broadway,Data/McGill-Billboard/0781/full.lab,,187.0,180,7.0
mcgill,Stevie B,Because I Love You (The Postman Song),Data/McGill-Billboard/0782/full.lab,,255.0,262,-7.0
mcgill,Nick Gilder,Hot Child In The City,Data/McGill-Billboard/0783/full.lab,,190.0,189,1.0
mcgill,The Righteous Brothers,(You're My) Soul And Inspiration,Data/McGill-Billboard/0785/full.lab,,,188,
mcgill,Johnny Cash,The Ways Of A Woman In Love,Data/McGill-Billboard/0787/full.lab,Data/mp3s/The Ways Of A Woman In Love - Johnny Cash.mp3,137.0,136,1.0
mcgill,Floyd Cramer,Last Date,Data/McGill-Billboard/0788/full.lab,Data/mp3s/Last Date - Floyd Cramer.mp3,152.0,149,3.0
mcgill,Bruce Channel,Hey! Baby,Data/McGill-Billboard/0789/full.lab,Data/mp3s/Hey! Baby - Bruce Channel.mp3,144.0,143,1.0
mcgill,Brenda Lee,Everybody Loves Me But You,Data/McGill-Billboard/0790/full.lab,Data/mp3s/Everybody Loves Me But You - Brenda Lee.mp3,151.0,153,-2.0
mcgill,Eric Carmen,"Hungry Eyes (From ""Dirty Dancing"")",Data/McGill-Billboard/0791/full.lab,,,248,
mcgill,Chuck Berry,Almost Grown,Data/McGill-Billboard/0792/full.lab,Data/mp3s/Almost Grown - Chuck Berry.mp3,141.0,141,0.0
mcgill,Elvis Presley,My Way,Data/McGill-Billboard/0793/full.lab,,,273,
mcgill,Billy Idol,Catch My Fall,Data/McGill-Billboard/0794/full.lab,Data/mp3s/Catch My Fall - Billy Idol.mp3,222.0,221,1.0
mcgill,Marvin Gaye,I Want You,Data/McGill-Billboard/0795/full.lab,,,238,
mcgill,Barry White,"You're The First, The Last, My Everything",Data/McGill-Billboard/0796/full.lab,,,203,
mcgill,Teddy Pendergrass,I Don't Love You Anymore,Data/McGill-Billboard/0797/full.lab,Data/mp3s/I Don't Love You Anymore - Teddy Pendergrass.mp3,240.0,243,-3.0
mcgill,The Allman Brothers Band,Straight From The Heart,Data/McGill-Billboard/0798/full.lab,Data/mp3s/Straight From The Heart - The Allman Brothers Band.mp3,227.0,227,0.0
mcgill,Heart,Magic Man,Data/McGill-Billboard/0800/full.lab,,328.0,328,0.0
mcgill,Waylon Jennings,Theme From The Dukes Of Hazzard (Good Ol' Boys),Data/McGill-Billboard/0802/full.lab,Data/mp3s/Theme From The Dukes Of Hazzard (Good Ol' Boys) - Waylon Jennings.mp3,127.0,129,-2.0
mcgill,Cyndi Lauper,True Colors,Data/McGill-Billboard/0803/full.lab,Data/mp3s/True Colors - Cyndi Lauper.mp3,221.0,228,-7.0
mcgill,"Earth, Wind & Fire",September,Data/McGill-Billboard/0804/full.lab,,,147,
mcgill,Jimmy Clanton,Just A Dream,Data/McGill-Billboard/0805/full.lab,,149.0,152,-3.0
mcgill,Rita Coolidge,We're All Alone,Data/McGill-Billboard/0806/full.lab,Data/mp3s/We're All Alone - Rita Coolidge.mp3,217.0,220,-3.0
mcgill,Meat Loaf,You Took The Words Right Out Of My Mouth,Data/McGill-Billboard/0807/full.lab,,,290,
mcgill,Everly Brothers,On The Wings Of A Nightingale,Data/McGill-Billboard/0809/full.lab,Data/mp3s/On The Wings Of A Nightingale - Everly Brothers.mp3,153.0,156,-3.0
mcgill,Poison,Unskinny Bop,Data/McGill-Billboard/0810/full.lab,Data/mp3s/Unskinny Bop - Poison.mp3,230.0,229,1.0
mcgill,Jermaine Jackson,Let's Get Serious,Data/McGill-Billboard/0811/full.lab,Data/mp3s/Let's Get Serious - Jermaine Jackson.mp3,211.0,216,-5.0
mcgill,Rick James,Super Freak (Part I),Data/McGill-Billboard/0812/full.lab,Data/mp3s/Super Freak (Part I) - Rick James.mp3,203.0,201,2.0
mcgill,Lesley Gore,California Nights,Data/McGill-Billboard/0813/full.lab,Data/mp3s/California Nights - Lesley Gore.mp3,172.0,169,3.0
mcgill,Marty Robbins,Big Iron,Data/McGill-Billboard/0814/full.lab,,,236,
mcgill,Dion,Where Or When,Data/McGill-Billboard/0816/full.lab,,157.0,159,-2.0
mcgill,David Bowie,Blue Jean,Data/McGill-Billboard/0818/full.lab,Data/mp3s/Blue Jean - David Bowie.mp3,190.0,192,-2.0
mcgill,Marvin Gaye,Mercy Mercy Me (The Ecology),Data/McGill-Billboard/0819/full.lab,,,151,
mcgill,Cher,Just Like Jesse James,Data/McGill-Billboard/0821/full.lab,Data/mp3s/Just Like Jesse James - Cher.mp3,242.0,246,-4.0
mcgill,LaVern Baker,I Cried A Tear,Data/McGill-Billboard/0822/full.lab,Data/mp3s/I Cried A Tear - LaVern Baker.mp3,154.0,156,-2.0
mcgill,Bill Withers,Lovely Day,Data/McGill-Billboard/0823/full.lab,Data/mp3s/Lovely Day - Bill Withers.mp3,256.0,247,9.0
mcgill,Paul Simon,50 Ways To Leave Your Lover,Data/McGill-Billboard/0824/full.lab,,,195,
mcgill,Biz Markie,Just A Friend,Data/McGill-Billboard/0827/full.lab,Data/mp3s/Just A Friend - Biz Markie.mp3,239.0,241,-2.0
mcgill,The Amboy Dukes,Journey To The Center Of The Mind,Data/McGill-Billboard/0828/full.lab,Data/mp3s/Journey To The Center Of The Mind - The Amboy Dukes.mp3,212.0,214,-2.0
mcgill,Bob Seger,Tryin' To Live My Life Without You,Data/McGill-Billboard/0830/full.lab,Data/mp3s/Tryin' To Live My Life Without You - Bob Seger.mp3,247.0,243,4.0
mcgill,Dr. Hook,Sexy Eyes,Data/McGill-Billboard/0831/full.lab,,,212,
mcgill,Kenny Rogers,Through The Years,Data/McGill-Billboard/0832/full.lab,,,285,
mcgill,Paul Simon,You Can Call Me Al,Data/McGill-Billboard/0833/full.lab,,287.0,280,7.0
mcgill,Oliver,Good Morning Starshine,Data/McGill-Billboard/0834/full.lab,Data/mp3s/Good Morning Starshine - Oliver.mp3,220.0,219,1.0
mcgill,Anita Baker,Sweet Love,Data/McGill-Billboard/0837/full.lab,Data/mp3s/Sweet Love - Anita Baker.mp3,262.0,266,-4.0
mcgill,The Beach Boys,Surfin' Safari,Data/McGill-Billboard/0838/full.lab,Data/mp3s/Surfin' Safari - The Beach Boys.mp3,131.0,128,3.0
mcgill,Linda Ronstadt,When Will I Be Loved,Data/McGill-Billboard/0839/full.lab,,126.0,124,2.0
